input,target
"Alas, I must needs confess it is true that I have gone to and fro, travelling both here and there without rest.","Alas! it is true, I have gone here and there,"
"And those worse essays, when they were proved unto thee, did show themselves to be my best of love.",And worse essays proved thee my best of love.
"Worse essays have proved thee to be the very best object of my love, and yet more remains.",And worse essays proved thee my best of love.
"And thus the worse essays, being proved, have demonstrated thee as my best of love indeed.",And worse essays proved thee my best of love.
"A god in love am I confined unto, he to whom my very soul doth bind.","A god in love, to whom I am confined."
"To whom I am confined, a god in love, doth hold me in his thrall complete.","A god in love, to whom I am confined."
"In love, a god to whom I am confined doth keep me ever in his sweet captivity.","A god in love, to whom I am confined."
"Then do give me welcome, for thou art next unto my heaven and the very best of all earthly blessings.","Then give me welcome, next my heaven the best,"
"Give me welcome then, I prithee, thou who art next to my heaven and the best of what remaineth in this world.","Then give me welcome, next my heaven the best,"
"Then shall thou give me welcome, being next after my heaven the best and most cherished of all my delights.","Then give me welcome, next my heaven the best,"
Potions made of eisel do work against my strong infection most grievously.,Potions of eisel against my strong infection;
"Against my strong infection, I shall take potions of eisel to fortify myself.",Potions of eisel against my strong infection;
"My strong infection yields not, yet potions of eisel are prescribed against it.",Potions of eisel against my strong infection;
"Which vulgar scandal hath been stamped upon my brow most cruelly, leaving its mark upon my very countenance.",Which vulgar scandal stamped upon my brow;
"The which most vulgar scandal, being stamped upon my brow, doth serve as a shameful brand for all to witness.",Which vulgar scandal stamped upon my brow;
"Upon my brow, I say, there is stamped a scandal most vulgar, which now remaineth there as a testament to my shame.",Which vulgar scandal stamped upon my brow;
"For what care I, I prithee, who calls me well or ill, seeing I am content in mine own conscience?","For what care I who calls me well or ill,"
For what manner of care do I possess regarding who calls me well or calls me ill?,"For what care I who calls me well or ill,"
"What care I, in truth, for those who calls me well or those who calls me ill?","For what care I who calls me well or ill,"
"That my steeled sense doth changes right or wrong, as fortune shall determine.",That my steeled sense or changes right or wrong.
"That my steeled sense, being changes right or wrong, remaineth steadfast in its course.",That my steeled sense or changes right or wrong.
"Verily, that my steeled sense shall perceive changes right or wrong with equal fortitude.",That my steeled sense or changes right or wrong.
"Mark well how I do with my neglect dispense, and note the manner of it.",Mark how with my neglect I do dispense:
"Observe how I do dispense with my neglect, and mark this truth most carefully.",Mark how with my neglect I do dispense:
"Do mark, I prithee, how I do dispense with my neglect and cast it aside.",Mark how with my neglect I do dispense:
"Of bird, of flower, or whatsoever shape which it doth latch most firmly unto itself:","Of bird, of flower, or shape which it doth latch:"
"That which it doth latch upon—be it of bird, of flower, or some curious shape—it holds:","Of bird, of flower, or shape which it doth latch:"
"Of bird, of flower, or any shape to which it doth latch and cling most tenaciously:","Of bird, of flower, or shape which it doth latch:"
"Whether it be the mountain or the sea, whether the day or the night, all are one.","The mountain or the sea, the day or night:"
"The mountain doth rise, or the sea doth flow; the day doth break, or night doth fall—all are equal.","The mountain or the sea, the day or night:"
"Be it the mountain or the sea that thou dost face, be it the day or night that doth govern thy hours, all things are thus.","The mountain or the sea, the day or night:"
"Being incapable of any more, I am replete with you, and desire naught besides.","Incapable of more, replete with you,"
"Replete with you, I find myself incapable of more, and thus content remain.","Incapable of more, replete with you,"
"I am replete with you and incapable of more, having all that my heart may contain.","Incapable of more, replete with you,"
"Creating of every bad thing a perfect best, thou dost transform all imperfection into excellence most pure.","Creating every bad a perfect best,"
"In creating, every bad and wretched thing doth become a perfect best through thy divine alchemy.","Creating every bad a perfect best,"
"By creating, thou makest every bad to be a perfect best, transmuting darkness into the fairest light.","Creating every bad a perfect best,"
"My most full flame should afterwards burn clearer, as though the fire doth grow more bright when fed with time's own breath.",My most full flame should afterwards burn clearer.
"Afterwards, my most full flame should burn clearer still, for what burns most full doth shine with greater luminescence yet to come.",My most full flame should afterwards burn clearer.
"Should my most full flame burn clearer afterwards, then shall the brightness of my fire reveal itself in splendour not yet known.",My most full flame should afterwards burn clearer.
"Creep thou in betwixt the solemn vows of men, and change the very decrees that kings do set forth.","Creep in betwixt vows, and change decrees of kings,"
"In betwixt the sacred vows shalt thou creep, and change the decrees of kings as though they were naught but dust.","Creep in betwixt vows, and change decrees of kings,"
"Creep in betwixt vows most holy, that thou mayest change the decrees of kings and overturn their will.","Creep in betwixt vows, and change decrees of kings,"
