input,target,output,MA,SP,G
The spite of fortune shall join with thy dark will to make me bow and bend my stubborn knee.,"Join with the spite of fortune, make me bow,",the spite of fortune shall join with thy dark will to make me bow and bend my stubborn knee,1.0,1.0,0.1411
"Ah! I do beseech thee, do not, when my heart hath at last 'scaped from this deep sorrow, bring new anguish upon me.","Ah! do not, when my heart hath 'scaped this sorrow,",ah i beseech do thee do not when my heart hath at last scaped from this deep sorrow bring new anguish upon me,1.0,0.9937,0.1574
"Ah! do not, I pray thee, when my weary heart hath finally 'scaped the chains of this sorrow, wound it anew with fresh pain.","Ah! do not, when my heart hath 'scaped this sorrow,",ah do not i pray thee when weary my heart hath finally scaped the chains of this sorrow wound it anew with fresh pain,1.0,0.9984,0.136
"Ah! do not, when my heart hath fortunately 'scaped away from this grievous sorrow, return to torment it further, I do implore thee.","Ah! do not, when my heart hath 'scaped this sorrow,",ah do not when my heart away hath fortunately scaped from this grievous sorrow return to torment it further i do implore thee,1.0,0.9917,0.1344
"Give not unto a windy night a rainy morrow, I do beseech thee.","Give not a windy night a rainy morrow,",give unto not a windy night a rainy morrow i do beseech thee,1.0,0.9911,0.1633
"A windy night shall not be given a rainy morrow—give it not, I say.","Give not a windy night a rainy morrow,",a windy night shall given not a be rainy morrowgive it not i say,1.0,0.9893,0.1228
"Give not a rainy morrow to a windy night, lest sorrow compound upon sorrow.","Give not a windy night a rainy morrow,",give not a rainy morrow to a windy night lest sorrow compound upon sorrow,1.0,1.0,0.134
"When other petty griefs have done their spite upon thee, and all their malice hath been spent","When other petty griefs have done their spite,",griefs other when have done upon their petty spite thee and all their malice hath been spent,1.0,0.9524,0.1313
"When other griefs, though petty in their nature, have done their spite and exhausted all their bitter force","When other petty griefs have done their spite,",griefs other when in though their nature petty have done their spite and exhausted all their bitter force,1.0,0.9576,0.1232
When all the other petty griefs have done their spite and finished with their vexing work complete,"When other petty griefs have done their spite,",the other when griefs all have done their petty spite and finished with their vexing work complete,1.0,0.9002,0.1333
"But come thou in the onset, so shall I taste of what doth follow.",But in the onset come: so shall I taste,but come in thou the so shall i taste onset of what doth follow,1.0,0.9502,0.1232
"In the onset come, I say, but so shall I taste thy measure.",But in the onset come: so shall I taste,in come the i say but so shall i onset taste thy measure,1.0,0.944,0.1169
But so shall I taste if in the onset thou come forth.,But in the onset come: so shall I taste,but so shall i in taste the if thou onset come forth,1.0,0.9664,0.1179
"Some men do place their trust and pride in hawks and hounds, whilst others put their faith in horse.","Some in their hawks and hounds, some in their horse;",some men do place their trust and pride in hawks and hounds whilst others put their faith in horse,1.0,1.0,0.1896
"In hawks and hounds do some men find their joy, yet some there be who glory most in horse.","Some in their hawks and hounds, some in their horse;",in hawks and hounds do some men find their joy yet some there be who glory most in horse,1.0,1.0,0.1364
"Some doth invest their wealth in hawks and hounds, some in their horse do set their heart and store.","Some in their hawks and hounds, some in their horse;",some doth their wealth in hawks and hounds some invest in their horse do set their heart and store,1.0,0.9691,0.1489
"And having thee in my possession, of all men's pride do I boast most loudly and with great spirit.","And having thee, of all men's pride I boast:",and having thee in my possession of all mens pride do i boast most loudly and with great spirit,1.0,1.0,0.1436
"Of all men's pride, I boast exceedingly, and having thee doth make it so.","And having thee, of all men's pride I boast:",of all mens pride i having boast exceedingly and thee doth make it so,1.0,0.9886,0.1235
"Having thee at my side, I boast of all men's pride as mine own greatest treasure and joy.","And having thee, of all men's pride I boast:",thee having at my side i boast of all mens pride as mine own greatest treasure and joy,1.0,0.9925,0.1475
"Wretched art thou in this one thing alone, that thou mayst take what thou dost desire.","Wretched in this alone, that thou mayst take",art wretched thou in this one thing alone that thou mayst take what thou dost desire,1.0,0.9924,0.1834
"In this alone thou art most wretched, for that thou mayst take whatsoever thy heart doth covet.","Wretched in this alone, that thou mayst take",in this alone thou art most wretched for that thou mayst take whatsoever thy heart doth covet,1.0,1.0,0.1736
"That thou mayst take doth make thee wretched in this alone, and in no other thing besides.","Wretched in this alone, that thou mayst take",that thou mayst take doth wretched make in thee this alone and in no other thing besides,1.0,0.983,0.1527
"All of this away doth thou carry, and me most wretched make thereby.","All this away, and me most wretched make.",all of away this carry doth and thou me most wretched make thereby,1.0,0.967,0.1198
"Take all this away, I pray thee, and make me most wretched in thy departure.","All this away, and me most wretched make.",take all away this i pray thee and make me most wretched in thy departure,1.0,0.9953,0.1388
"This all away shall go, and leave me most wretched, as thou dost make me so.","All this away, and me most wretched make.",this all away shall go and leave me most wretched as thou dost make me so,1.0,1.0,0.1668
"Then need I not to fear the worst of wrongs, for I am fortified by virtue's shield.","Then need I not to fear the worst of wrongs,",then need i not to fear the worst of wrongs for i am fortified by virtues shield,1.0,1.0,0.1373
Then do I not need to fear the worst of wrongs that might befall me in this mortal coil.,"Then need I not to fear the worst of wrongs,",then do i not need to the fear worst of wrongs that might befall me in this mortal coil,1.0,0.9878,0.1759
"Then shall I not need to fear the worst of wrongs, being thus protected by fortune's grace.","Then need I not to fear the worst of wrongs,",then shall i not need to the fear worst of wrongs being thus protected by fortunes grace,1.0,0.9913,0.1248
"When in the least of them my life hath come to its end, so shall I perish.",When in the least of them my life hath end.,in when the least of them my life hath come to its end so shall i perish,1.0,0.9843,0.1488
"In the least of them, when my life doth hath its end, there shall be my final breath.",When in the least of them my life hath end.,in least the of them when my life doth hath its end there shall be my final breath,1.0,0.9812,0.1396
"When my life hath reached its end in the least of them, so passes my mortal span.",When in the least of them my life hath end.,when my life hath reached its in end the least of them so passes my mortal span,1.0,0.9952,0.1339
"Thou mayst be false, and yet I know it not, for thy deceit is hidden from mine eyes.","Thou mayst be false, and yet I know it not.",mayst thou be false and yet i know it not for thy deceit is hidden from mine eyes,1.0,0.9884,0.1656
